id,commentCount,dislikeCount,hiddenSubscriberCount,likeCount,subscriberCount,videoCount,viewCount
,,,,,,,
,,,,,,,
,,,,,,,
aXzcUNmqpSM,47,12,,202,,,5000
,,,,,,,
UK1_KXqQsBc,0,1,,7,,,132741
UCwRXb5dUK4cvsHbx-rGzSgw,689,,false,,642090,894,57247947
UCz2Bb7YdduN4x7qN9oFrJjQ,23,,false,,246368,471,54240673
UCzTegm2Fo46E0hDEuGczn0A,0,,false,,6616,17,966015
UCfNxWmGw4kbRSzGryGkjD8w,0,,false,,4764,827,1969619
,,,,,,,
KUOEIZFNs0I,12,1,,51,,,633
yrHxcPnC3L8,7,2,,36,,,255
RxroJT6LOME,172,5,,569,,,34459
,,,,,,,
1_yMAdSzKHA,19,4,,27,,,488
,,,,,,,
,,,,,,,
fARVLDSzD7s,575,430,,11138,,,436618
Q9DwV5gChZk,32,,,,,,11486
YDQY8mh2zHQ,0,1,,5,,,2214
4M64Su4OmIo,133,27,,266,,,9678
wXlv23ucZHA,93,30,,1415,,,46856
Y__TBPTXsCA,4,10,,109,,,6958
CDFnc33hZqc,8,0,,11,,,73
UClVxlTdjXCH02L9WtiPu_rg,0,,false,,131636,409,36336001
_WPHVvE8FNM,3,0,,11,,,648
UCJWjQTjzXeVAf8RppTh1hAQ,0,,false,,444922,133,33222899
mB3FjexW2UE,4,0,,22,,,368
-reyhzNBhoY,7,4,,43,,,1305
,,,,,,,
XTf9FATxQo4,26,2,,38,,,457
ktIG0IC4mXM,56,45,,2073,,,25310
,,,,,,,
,,,,,,,
vOeF6j6m6Ro,0,3,,3,,,3715
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
uLRG-QPiGYY,576,149,,8146,,,58852
,,,,,,,
mbva2SabOPw,7,1,,41,,,1402
48jpBFbJ_EI,68,7,,98,,,2828
3Rw3hTe6vx8,1,1,,6,,,487
,,,,,,,
AwdFqdqgXNQ,5,77,,178,,,135863
YkJfw-_t4k8,248,24,,1028,,,35266
GdBaOn-9JYg,287,29,,5429,,,40541
,,,,,,,
0y22emxCSEg,26,3,,68,,,1757
,,,,,,,
xi-vvvM2XR8,1444,237,,9870,,,256791
CXbGrl8VvnM,,0,,0,,,69
uhqWO8sy1Dg,524,171,,4152,,,65605
NuErwnkLbvA,91,12,,116,,,2063
,,,,,,,
YVf_ORBUbt0,0,0,,0,,,5
qe2Nz8cFr5w,1,6,,12,,,4345
8tnwLZdHJVI,32,22,,343,,,4156
UBu4d_Jh24c,108,17,,892,,,33286
Q3Y-PTZ5WPQ,67,5,,274,,,5871
X1HDHy27KjU,29,0,,89,,,783
2z4Y06A3PFo,4,0,,20,,,322
,,,,,,,
,,,,,,,
tapMAJTIhFM,0,2,,41,,,521
FsgY_NlQKto,7,2,,31,,,409
2KgUGn7rypc,0,0,,2,,,15
,,,,,,,
DlTC9trPV0s,9,1,,60,,,529
OWq3H2FfyQQ,0,33,,54,,,4143
,,,,,,,
,,,,,,,
npCEMpEu0-4,0,0,,0,,,31
ydHIYPsvg1w,0,1,,1,,,23
ZueBvX27hWI,12,1,,121,,,1018
1h6tuS3Y9ME,219,19,,538,,,8782
X8-LHoOkHA0,23,5,,479,,,5359
,,,,,,,
nCDwCAE04-8,11,0,,5,,,140
MmZq5cakLUc,25,6,,200,,,7828
gmheYudwJ4A,12,3,,53,,,2556
LkZ9PN5SxzU,241,165,,7400,,,39293
t7xx8acoeII,4,0,,4,,,41
,,,,,,,
,,,,,,,
,,,,,,,
-34FUWybCts,366,23,,1346,,,38133
RTjRsuj00i4,300,90,,4666,,,56304
,,,,,,,
6kicXo8QmOs,13,0,,163,,,5017
_nc9NaiW5UA,11,1,,68,,,1164
K4mIeojp5pU,2,13,,23,,,2749
r0mhvQyHphM,1600,189,,17245,,,503255
wWe0JzqnwrY,0,0,,1,,,37
yZB4PYeeR_A,,0,,23,,,379
_dJH08SoIoM,6,1,,13,,,749
RQq0HOCwYKM,19,4,,35,,,569
NNXfZ05ERhU,65,5,,259,,,7145
,,,,,,,
,,,,,,,
,,,,,,,
UCtW_VaNNztz_9MsfxPl5oYA,0,,false,,177450,67,123214067
UCJedKxopEgzcBBrfcc9Kugw,0,,false,,408,214,16058
,,,,,,,
,,,,,,,
UCnYQK02Qe69mg7M4m6l_2bQ,0,,false,,154965,132,12443948
DNxewobhEiE,21,1,,57,,,1121
z8VsGNlI9i0,154,20,,2754,,,36682
UwC_3iYzMwI,55,4,,73,,,1362
KYawusJZZt0,229,66,,2643,,,39273
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
bJljiDehrf4,639,33,,4926,,,74440
CwZBXVgYbUk,6,0,,69,,,576
UCUN_Bd-fpCSikkeDycqZIPA,4,,false,,45917,191,4386919
UCKr_guReVJhcW5LlTRmKZZQ,1,,false,,2432,14,128595
UClyvSlm-AkWi-OyuUZ9p6Rg,0,,false,,40861,76,3385071
JD1K6JO3XJY,1,,,,,,11774
G-6NffMvsTI,2,11,,89,,,18202
03CASaYOJVg,3,1,,7,,,143
gY0i9zJme8c,1014,243,,5043,,,66787
,,,,,,,
,,,,,,,
DTQf77613ik,87,21,,750,,,25594
WDCGcdK0KwM,212,2,,1482,,,21772
JNhesVVqd0g,1213,157,,5832,,,92600
-yDnTo7reIA,7,3,,38,,,418
cXilTGuqELQ,0,1,,19,,,1016
EMupEENZfLk,457,528,,4301,,,68980
UloqaLvw5tk,73,4,,601,,,4694
Sp40o_U5Odc,17,7,,17,,,1678
RzvjOTpGjCM,16,1,,107,,,1285
WXQbM0sIOa0,10038,7085,,10359,,,498309
KREYUZizqt4,15,2,,16,,,757
pM1CoxJ3ohM,3,10,,75,,,12466
IWzI3g6poTA,10,8,,104,,,1530
,,,,,,,
,,,,,,,
,,,,,,,
-TyMqGeUSlI,25,4,,126,,,2550
,,,,,,,
i8qbG3W8Bgs,2,1,,8,,,136
AaJoxzpDaNw,24,2,,36,,,419
Q4IYZG9YB-Q,930,233,,18610,,,530827
1Uc5nvsS4TE,433,771,,3980,,,619493
Urvw7QL_mlo,213,45,,763,,,36020
a-UaCOc61A0,12,6,,83,,,1434
ojxy26sGTFE,198,103,,4638,,,32398
,,,,,,,
HqIdJ3zj8Xg,0,0,,1,,,731
M8wgTkrmA9E,91,15,,730,,,5958
UCCGE4MRedy8pXEdJb9Vsx-g,31,,false,,31466,448,6016404
C9-x7ymbFBg,11,8,,253,,,3976
yNxwxJKLF0Q,88,5,,240,,,2905
rfLOdJva85w,135,9,,2022,,,13972
UC68TLK0mAEzUyHx5x5k-S1Q,0,,false,,264823,200,11936605
9jy5KzKzXrs,3,0,,14,,,159
Vunu8VkU0ws,11,0,,17,,,159
,,,,,,,
B4-gg55I_1E,50,35,,458,,,21240
Ym2kwCPo63w,6,3,,17,,,268
UCyaT11eTvJK8_ZhBk4_norw,14,,false,,24807,422,11148442
UCbNvkqzg5HRhlPfptjh6hjA,124,,false,,79184,4457,17855293
zVXjt7rtsN8,177,33,,2699,,,29305
UCwy4hIknwz9GUNqISRwl8IQ,167,,false,,676283,75,382993564
d0m4JnLJocg,5,4,,9,,,1808
0zPEPHY-clk,14,7,,129,,,5749
UCAMrnDQlsPnrScHun5PgrXw,0,,false,,111699,3536,74713319
cPNXCdfgA-o,21,0,,173,,,1583
UCPBMMPiaDfmsAxr67pe4r4Q,28,,false,,645051,1,30635
cVMKcO232NQ,2,2,,21,,,915
E4J12sbIZhg,3,0,,9,,,139
UCJsDxz_SwAngptrhczF9jwA,6,,false,,110338,109,14142646
UCO28ur-mrB2yWglXJovn78Q,0,,false,,32,7,740
UCHVDN4ReosXZ3fKmyKGEFFA,0,,false,,1672,27,433517
UCM7plZzVUr0tGylOk1LJS5A,0,,false,,297,28,5926
pXm-2StgDJ8,24,11,,51,,,14893
,,,,,,,
,,,,,,,
,,,,,,,
56Z1PZ0QJyU,414,37,,2285,,,30532
Wto_5Ec6I1s,1012,88,,1193,,,90884
,,,,,,,
,,,,,,,
c5A2Axf8XG0,1,0,,14,,,627
UC3HhC_-28XzDzetvmUvcLPQ,6961,,false,,133593,549,26122391
UCo-n_ZPb3_P-NBG8inZtoHQ,0,,false,,695,97,45667
,,,,,,,
UCTGIt7t-y8NOEKkevehbxAw,0,,false,,25441,8,245393
UC7qTHhkgX2c2308d7X2rTBQ,0,,false,,10,0,0
,,,,,,,
UCxHw0UHnpIyJJD609SDLL9A,0,,false,,33359,124,2059400
,,,,,,,
ypEfvY-cX_8,481,482,,7908,,,734971
UChKCFlIUQbs_laNVTu8c96g,0,,false,,355,23,259972
,,,,,,,
94sDmlSHMMI,24,8,,253,,,20410
dIZbeI5iyXg,52,1,,77,,,1695
o6LuFnxEzhA,88,648,,1172,,,372129
Ceq-BiwEiSc,33,15,,103,,,14036
_2Izvr8aqf8,37,0,,173,,,1437
9ncby9XbuUM,33,3,,129,,,3873
,,,,,,,
,,,,,,,
mA1Dwg1C5h0,1,0,,4,,,70
,,,,,,,
FhJpGTpN9uc,28,13,,169,,,52779
cpaKOk70IN0,92,12,,496,,,10455
,,,,,,,
M99LirFGqxc,6,3,,8,,,1248
r-De4xjQ-aU,1905,1164,,100930,,,1527027
8uaStcfstyk,83,157,,648,,,494179
UC1jTu0FqXSvvwa15q_6AuLA,26,,false,,7018,14,2369367
UCO7dBj4bwaDOMoX-kKYF2Ww,12,,false,,74373,220,3709682
UC8ZEkekkyULsdNzoPxTpSOg,0,,false,,71190,53,37549331
UC4gxFebK3s9fCW5ehkMhCUQ,0,,false,,623185,621,50718929
UCKqzTxmpNiNXerTg1P7Foww,0,,true,,0,755,120578934
UCNjdFawISR3ybZcye9tn3Jw,56,,false,,140034,2068,126428518
UCWYtZYH4kcbMm29liIOSGQQ,132,,false,,559119,1078,80853676
UCBza-oDKEaRps26VQOHJ35g,88343,,false,,427242,34,29189339
UCEmCAXD03SzyjXsjARdXnRQ,0,,false,,44487,74,1884610
UCYPzCpZhRVieIAjyFn_rksQ,490,,false,,33404,47,1528247
UCTGfwWlzslqBzP7ScLCQyfw,4,,false,,190206,2407,39088686
UCFcaDjrsH1IJZtr2ebbd0-A,0,,false,,58155,14,4811119
UCMpAWk-kF478wyR44Gobz8g,0,,false,,157580,653,22831168
UCbFXCxYYH4agWZBjwQ2XVQg,2,,false,,39910,12,2173222
,,,,,,,
UC-MAScbt4_ypdKT2EUsiYlg,0,,false,,1364568,87,85280541
mmJJsBKxcpg,53,5,,124,,,5290
UCGi9hWkH7-vcFnChuc8vfEA,0,,false,,343506,85,98395485
UCmXv3h72mMGl1cEz4u9rMzA,0,,false,,442607,1096,90944170
LFILWJ6boio,0,6,,11,,,1816
rWvF6t4IH44,2,3,,7,,,3779
LSIbc_hn_W0,22,3,,423,,,12014
UCCp4IWg4A_JLexo30Jlf-UQ,0,,false,,744057,425,160410338
,,,,,,,
,,,,,,,
UCAHqlxYUaB41wHyjBnQZqEQ,0,,false,,12574,37,1019469
FAkb2yaxSUA,0,3,,2,,,325
bjcBqRUe_hU,4,0,,20,,,572
GK-1KCfs83U,723,164,,3528,,,289670
BrG8ndjdKbA,348,38,,1823,,,30257
JxV2AEcMnQ8,0,1,,18,,,2802
UCLOi9fGe5EdPfquSe1RS5aA,90,,false,,38849,769,17491043
UCftXXI-ebMLodYcMVPFvCBg,12,,false,,9302,292,509610
UCXoRJ2cjoocRW4XRcx_xMwQ,14,,false,,167638,2106,11829982
UCMCioqY4zblWt7Uw0E0VTGA,0,,false,,19147,3510,4811011
UCLwxZi08nrb0pEb9QqB2w1w,3,,false,,5816,39,646636
UClRDd4uGJ5MFDB-ZpVKlf0Q,514,,false,,109469,21,14229237
UoN_A_8-rbY,3,11,,37,,,19907
MGzARPfrpmg,33,6,,44,,,425
,,,,,,,
wioyHau8fTM,23,5,,29,,,2095
UCi-Qflkix1YIIko2MW42f2Q,72,,false,,331413,348,56566185
UCf1_EVN2qSOxiLZskBGsElA,22,,false,,396809,356,61351254
UCs_hrKU1xumvpR2BcsGwI_g,1,,false,,6981,185,523331
h_RMf7lmpEY,136,50,,1645,,,23593
J3oEQaxTgAQ,2,1,,20,,,868
2ebrHF99dDU,39,7,,310,,,2974
UCLX4YJ6mCkC1RfDrTACgDow,83,,false,,147580,194,26483187
UCyQN_NQxYyr3SoGS8e2q4Zw,20,,false,,154721,210,19115111
UCQ0jJXqMCnQMqyhNPQT1XXA,22,,false,,507203,280,74212636
UCZCBOAlZKie3MXn34sgOTqA,9,,false,,120,0,0
UCIAr2GpIfTWlePMkwy9KzAQ,2,,false,,59643,83,14182396
UCD5ak8nmt480aj5taF8snKg,41,,false,,2441,5,12148
,,,,,,,
a4wle5-xZ0w,183,90,,2076,,,60776
UCpnAE9QAEt-SHg8F2suW90w,0,,false,,4241,148,4313072
UCnPLiCrIjBAddysVSQIgXzQ,0,,true,,0,65,572229
UClo52u7JbcA7XXPwpbLFjlA,36642,,false,,109533,87,4542875
21MwmiuXcSo,0,5,,5,,,2611
,,,,,,,
UCebKJLcjSbzz8jpHz5GwA2A,0,,false,,4476,325,210484
UCTPC4o1-AH3qFhFPNomO4fA,12,,false,,964,21,439710
UCbIQUGHn0Woq6i0SQDkdWvg,0,,false,,1725,1,508
EFQMNdOKnaM,167,57,,954,,,58700
UCvfRlEc69YMf-KV_glJwrbg,54,,false,,586,5,5770
,,,,,,,
,,,,,,,
UC4gVuK5z6pkivHozyLn016Q,62,,false,,341155,2207,72227346
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
gKEBxIm6B7Y,11713,8509,,149643,,,920233
,,,,,,,
,,,,,,,
UCK-qFo9ohF-O9yidx9efcaQ,8,,false,,9205,0,0
UCvUPpLwIbn-ouXGNXaTsUzw,17,,false,,16695,151,2889956
UCPEknqVth-f2GowFNIWjilw,0,,false,,811,132,524682
aDcqCZ1M1aA,79,19,,267,,,23521
UCkohyQDBQe_Rs-0oqKwcQOA,0,,false,,962,124,70252
UCpPZKwayH_pWPF20Ls0hgVw,29,,false,,400002,1139,29468660
UCmsZgTRvr7o3rVpVNbzo0tw,0,,false,,39214,125,1256999
,,,,,,,
UCEkEiivIAj2OFxS1kcCIi8Q,0,,false,,33609,244,30086315
CVRN8s1gVaY,333,79,,1675,,,14026
,,,,,,,
,,,,,,,
,,,,,,,
ykL724W2l_4,0,0,,3,,,367
sBHGeoTA-O0,84,14,,212,,,2027
1hwegxxgraM,0,0,,7,,,326
lGi18TmP21U,633,135,,13774,,,129944
,,,,,,,
Cnvi9Lu7jsc,3,14,,23,,,18390
,,,,,,,
,,,,,,,
,,,,,,,
ycjwD4g4Vrs,2518,2018,,21981,,,264168
k192xfCryVA,6,1,,62,,,940
UCiqm2CgQB3NSNbygt7BphtQ,0,,false,,46448,66,2281310
UCyyt5oMknBHWTldEZAgMgow,0,,false,,336,3,5337
,,,,,,,
,,,,,,,
UCX7XDtBJc9_OkTXxkRNMcjA,19,,false,,1448,209,64792
UCtfqfTc21lRpic1o-wVGooA,1460,,false,,928024,180,284556248
UCehAf_7LLfpwDqlmTNidyPg,0,,false,,81059,435,75452956
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
UC9QqznNpvSSdtWW6iDCxLtA,0,,false,,37353,638,6774731
,,,,,,,
K1XMKzugXqc,238,81,,4109,,,60418
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
UC5Ik0NTI4l0F31WgiUhhQFw,0,,false,,296477,339,154672376
UCFePO_WlCZViwi-lz4qLulA,192,,false,,368633,196,24650533
UCt2HZgNN6ycWlaOMpnoZFcw,11,,false,,117409,128,8344297
UC2yA6TJSQ8S62iz1ls_lA0w,0,,false,,227374,761,51869619
q-9sveAtvfI,26,27,,959,,,29048
UC76FyMcFKhoNfXHFTWTyPdQ,1500,,true,,0,1050,8094815
hwCt8oAVd4s,97,12,,561,,,2989
i7wLn4CAWV0,97,25,,2095,,,30602
,,,,,,,
,,,,,,,
UCU1gdb48_BAuHKvuzx2h0-w,508,,false,,36541,148,1881840
,,,,,,,
,,,,,,,
,,,,,,,
UC_BYS5B0F-HHQ7j01MNs4Lw,1,,false,,11600,42,8075114
UCawt0-arYPWwCQurO7-uytw,8,,false,,3265,1,372617
UCHocIer4qdnCmgvHlNrpqFA,3,,false,,8869,86,1891045
UCOd_Yr1ws9PHKE54pfJrBKQ,0,,false,,184698,24,103211368
UCuJ64yzFBOtNCbzVOdLiHIg,11,,false,,50194,295,7736457
UCxHMq4cb9sw0jmBw2zG0aig,0,,false,,26107,71,1835300
UCN474WQPkqqhUbxhkXKieQw,6826,,false,,1479486,719,375050810
zN0u-4DbUxY,814,312,,30067,,,283447
,,,,,,,
UCmqcFSFX2R_xpDHCGpqWFDg,18,,false,,172,1067,16203
UCGWHaoyKWFSMxmJasQ3yMvw,0,,false,,878,12,61587
UCQsRkagAnkyMoY6lOLN3EVA,0,,false,,5369,482,210797
UCiuEhMLLEB3mFIIeizqOu6w,0,,false,,2637,10,280321
UCSgN6ld4_qr7fLqVGwQyaDg,0,,false,,79,51,1717
,,,,,,,
UCEeEvBzuFze0gMn0FF55h8w,1,,false,,164320,95,9269943
UC1b26nqTWorvK8q1SMGpxng,4867,,false,,5897,231,4713723
UCG_Jb4LeiEISSe-oyPpEkXA,28,,false,,10631,147,11289144
UC6Y_P9z0BeTq9m2i64OeGYw,0,,false,,379,196,541822
UCP1iRaFlS5EYjJBryFV9JPw,0,,false,,1591290,651,791001047
,,,,,,,
cz34sKOq1xk,18,3,,30,,,2246
,,,,,,,
UCteaFmvcwIkppfVUHLJLmbA,92,,false,,6399,54,1507204
UC33DoPeNU2Rtvhkaz7nWOew,0,,false,,398548,290,27148722
UCa-xsrfvLmgaUfPFE1TK7OQ,0,,false,,8451,16,1262137
deNWfZ4pVsg,39,4,,47,,,2650
UC0lRWThcX1nE02NqjKTVd4A,2114,,false,,63339,302,11806126
,,,,,,,
UCMdHGrfjwVU3_Gq6Olk3sdA,0,,false,,6017,85,6170805
,,,,,,,
,,,,,,,
,,,,,,,
UCS02hF-NGHms11mk8r3iKDA,425,,false,,68859,184,45567967
UCIoFfVIOrRRbI-WVdDhTTwg,0,,false,,187716,47867,114209187
,,,,,,,
UCVoKxxQdeckWgU6DQGZCoIw,8,,false,,1701320,3219,444551312
UC8KS-OgivSYBtIujJ4FU1Fw,0,,false,,130994,58,5843610
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
UCdvQsh9VfTCmox5YBRKJoqA,70,,false,,22566,219,4676399
,,,,,,,
UC232SFylCuwEPwR6IG-zvcw,4,,false,,114,11,9606
UC8uKkrB0rDkRa0AIvWCviMQ,17,,false,,5343,523,3739226
KbMom3Xe7fo,0,0,,0,,,106
UCwoa5YysEY5dd-lAIdz-rGQ,98,,false,,3269,110,297180
UCM1aUfFu96MyNq8uTwGPbGQ,0,,false,,25709,406,3636705
UCTUnZKwEenwc3FY9TPDf70w,4256,,false,,60406,1,6596
UC0FGaNzlanC56W52qY4ItqQ,266,,false,,32759,583,18151401
UCB6003YOIDVODeqML0DHLxg,0,,false,,241200,472,50863696
UC7dmIEjExZwz61TsT-JIo8Q,0,,false,,39304,310,4128413
,,,,,,,
UCWvojFEaSodoKG7Z-ZZo96A,66,,false,,839581,387,142770096
UCEbpRAmSB6ZWMjyNTvpIkFA,2,,false,,2011491,557,353141911
uBuenc2fUHk,0,0,,3,,,28
qslhjMm6k14,17,16,,252,,,114907
,,,,,,,
UCe9_ROEA0IZ1nnBJzqe5qkQ,0,,false,,49941,358,27441815
UCX6xmglZawiJjBj4hRp1dog,0,,false,,3581,121,68256
fbS_3dmSX3I,0,0,,0,,,266
UCYlqC72K0SxBu-yHEKj9kdQ,0,,false,,6334,284,8637321
iTDL5J57YOk,1082,685,,9621,,,1633861
,,,,,,,
SgeeatCJ_Vo,1,0,,6,,,105
,,,,,,,
U1EbequN1vM,212,36,,3095,,,18337
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Zpq9p-IB2I4,1,0,,5,,,53
1xQ6PPHzi_U,13,6,,190,,,15436
,,,,,,,
,,,,,,,
UCKzo7oVJPgzN7FVRHo0WC-Q,590,,false,,587765,4521,753866730
UCcLZdjaJEC_6RqfM3PhefIw,0,,false,,1088558,4186,603458599
UC-PTOHgnAEC1cEWl-vqIDPg,6,,false,,3477,9,1230538
UCbqSM-nquc8rU3RMaZXg5hg,0,,false,,26336,55,12845884
UCLGuRcsXjQL5N9sSCfN5lOw,0,,false,,1173,4,67770
UCRAMsU8wYGnGXRq0Pk_vQTA,0,,false,,210581,39,18318492
Qwf37bpzC7g,2,0,,0,,,117
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
UCpN3Q1FVyJunH2vcqpR9-WQ,30,,false,,1900,60,10284070
,,,,,,,
,,,,,,,
,,,,,,,
NGWAuY4oTGU,3,0,,4,,,175
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
RC5nOuGhN9U,769,50,,7762,,,70550
,,,,,,,
,,,,,,,
,,,,,,,
UCCeWWiegztMhL-DqyfG-FRg,97,,false,,16009,245,1178963
UCJDpx6nl1hpshbCeWZAfnwA,90,,false,,28974,150,10061303
,,,,,,,
UCximmmtrI1UnVfkrZhtE_QA,443,,false,,56547,623,6664568
UCDuKV3Aq6Z-FHkSMv7blkzA,0,,false,,93838,41,58235039
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
UCPJBruhI9QZrWZ3UUL71zkA,0,,false,,26719,23,8921372
UCZBR7jzRamjhK7FCV9bg-7w,0,,false,,577325,808,347682933
UC1akFbG9ieRbQne0qkVvz-A,11,,false,,32307,223,315432
3qMXIPFqluk,36,3,,400,,,9370
UCWVuHXDk3qkbJpjzwfUBhJQ,2,,false,,6379,5,54606
,,,,,,,
,,,,,,,
,,,,,,,
pq5Mat4Gkww,14,0,,56,,,1684
j9nMm_M_lhI,36,5,,1114,,,20640
u4fHxlfFow0,1200,2261,,12773,,,2371683
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
ZU0PikfDzdc,53,2,,162,,,2509
DVYl1Tbk1Ys,0,2,,3,,,228
,,,,,,,
RatO7rqqV0Y,34,218,,1304,,,14236
,,,,,,,
gsM1qp3-9d0,64,19,,469,,,61426
UC6_fHzBuDX5an6x83BemMfA,30,,false,,386,24,45131
UCeH032kNGfavcUeCr5yhKGw,0,,false,,19289,129,11161021
UCLhO_QqMBdKOrV_nf8UwzlA,0,,false,,295265,1060,175097593
UCGD9Vd6tEBkmM0hArMjgu3w,1563,,false,,719030,49,714203569
BcBNyfA-_EU,13,0,,16,,,233
,,,,,,,
OQ7OlqRikhg,13,0,,8,,,222
,,,,,,,
,,,,,,,
,,,,,,,
k_XWqP5281Q,628,413,,5794,,,179558
UCKNV3C-EQDRhlAKXK_dBovA,0,,false,,159585,225,83920386
jFWDf-Zpyqk,111,219,,4758,,,1498783
qwRnfuUUImo,2,0,,24,,,343
eRnZijTFSsM,0,0,,3,,,171
UCv9IW_K2Vrv83jvQ6GwOE4w,0,,false,,7593,113,6267783
UC-CbPYT4pz-y4hgyy7PZ2-w,36,,false,,218430,340,12344260
Jef-NjKrqSo,584,92,,16190,,,108064
UCpRKQmhGaYJM2cjlU1OQS4w,8,,false,,6022,441,2180494
UCqkx9o2gpNM4RhVtU7s60MA,0,,false,,28716,126,27802369
jq6Ubixi-Jo,0,0,,6,,,240
UCR-usa-PbS6mvn5A6tV0TPA,4,,false,,15949,450,18283423
plIyM-pvgiI,213,57,,944,,,155679
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
UCCbD39MVnMsTLGxsHLnOKlg,401,,false,,366245,788,45461307
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
G0OIlTQRwBo,6,2,,34,,,825
UCNlC1CucjVlinJIOJSzEIow,0,,false,,18287,23,153927
UCsg11Ullu0dBrNXTrDBKOXA,13,,false,,942437,321,89729633
,,,,,,,
UCiHLOhaDbyqKI2abCBLL7cA,213,,false,,36820,1101,26728845
UCJf7YEdkEV33UXnm0gLzwvA,0,,false,,170470,334,19118240
,,,,,,,
Up2UhMaV_24,0,0,,2,,,508
UCntkU1G029HyK6odzm2V9sA,84,,false,,1145,9,79869
UCmLJdH1ZGW6vlYTusHKewlw,529,,false,,105579,86,33653320
UCtPpcSGh77aWUwXxti4bWKQ,0,,false,,141,0,0
UCaX5eIkgvWF7tv6lb2xD8cA,0,,false,,5530,0,0
UCoNd526tmPb5Yw9CzkcdnTw,0,,false,,11794,128,3643553
8f_Mz6xhJPY,2323,81,,5986,,,104965
LkXPBqw7C3Q,17,1,,39,,,666
UCTpwJfKOMcaGOrVdccjnbQQ,2885,,false,,3239838,168,326538761
UC-MohJOg7GTmJQ2jGIm3pxA,0,,false,,11062,0,0
UCds395X4EiKwXGq_LBK89Sw,3,,false,,16681,3,16472930
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
UCADP9yUrK4kVoeIHbZlty2Q,0,,false,,62463,0,0
,,,,,,,
UC6Z5pS_Csoon7pOvbJpxeHA,0,,false,,100555,749,51532733
UCfCVlxInB4VuaDFLGqEQqaA,0,,false,,896970,2335,519704878
UCZdXCDG3MVIMeezeefHmW4A,2208,,false,,1965536,2996,318077990
UCesOgVkywcnbAtyNf-XZ4AA,40,,false,,3543753,237,363593894
,,,,,,,
,,,,,,,
,,,,,,,
bB1ZH1Qxp0A,314,35,,3535,,,73168
kRDWVsuovos,38,22,,530,,,39113
UCBEHQGiVW-SQuvo1Pwd8zDA,0,,false,,922,425,991621
UCMJ_EOlOoSL2sOeqxAAxuMA,0,,false,,8,2,997
UCI6G9h7vsi1GXZ3jl-7FvpA,0,,false,,3339,65,297283
e0xsLn2ce58,44,2,,23,,,273
UCmNjmJluWA,9,7,,12,,,446
tN_qcHoDNEI,120,21,,645,,,5454
ZcHzLHkvre8,30,58,,392,,,98718
,,,,,,,
,,,,,,,
,,,,,,,
d92SvdBMVLk,0,0,,0,,,25
UCuG3f62Tz5qtO1Ygzmp9AZg,0,,false,,6902,221,5028460
UCPcb3G6wOUzIM8JWkYWk89Q,0,,false,,216807,5022,181768650
aivsvOQWJkM,0,10,,22,,,44269
VSsnuc1PaWE,17,1,,46,,,738
UCMnJuJs9pBAYgY-3NPuWnbA,0,,false,,606039,95,146506877
BuXknVvz7uU,2,0,,9,,,211
BXKMdoiQq54,0,1,,14,,,81
UC9zvh1GRfpzgRKl0GAxry-Q,0,,false,,30857,43,25724250
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
UCCPa20aq9HtCWD5vLrjuHeQ,0,,false,,193822,222,13739876
UCh4syoTtvmYlDMeMnwS5dmA,23590,,false,,461521,4365,463082047
,,,,,,,
AeYZ1Tr_h0o,1139,630,,15012,,,205835
r8_x7Wk3HMA,3,79,,129,,,53301
kdTHVdp7pmY,7,0,,34,,,762
,,,,,,,
5ETLIdQ7an8,2,0,,18,,,138
UCkjBhsDd7akmH29djqlJAUg,0,,false,,158505,36,8116360
UCsLeTR4lcYNaZvZlla6jFhQ,14,,false,,68590,301,54519694
UCTrymj6PZEKSpGe5I51235g,19,,false,,148492,182,7189170
UC-VyCZEAu8ytIAg-qfeyVYw,0,,false,,43709,2,293710
UCy10FyRCWO-C79qUPxQyrIw,0,,false,,9829,15,19764138
,,,,,,,
532gycikTU8,39,0,,329,,,6205
UCN0aJif3vZnotruhZ14rPhQ,952,,false,,105942,377,19459969
nxQHWiDbXlQ,8,1,,26,,,377
DHJoyG3wmj8,55,20,,243,,,2561
UCWElf4i1j_Ybo6oCqm2lXrw,0,,false,,138,6,39240
